v -0.560405 0.0868596 0.322419 0 0
v -0.559672 0.0816055 0.324613 0 0
v -0.560823 0.0766222 0.321169 0 0
v -0.554062 0.107217 0.326034 0 0
v -0.551119 0.101539 0.334925 0 0
v -0.550156 0.0962614 0.337833 0 0
v -0.549639 0.0910757 0.339396 0 0
v -0.549314 0.0859297 0.340378 0 0
v -0.549279 0.0808325 0.340483 0 0
v -0.549448 0.075764 0.339973 0 0
v -0.550101 0.0707545 0.338001 0 0
v -0.550912 0.0657519 0.335551 0 0
v -0.552244 0.0607917 0.331524 0 0
v -0.554556 0.0559054 0.324539 0 0
v -0.550613 0.123002 0.320887 0 0
v -0.545926 0.116847 0.335182 0 0
v -0.544445 0.111436 0.339698 0 0
v -0.542973 0.106054 0.344185 0 0
v -0.542298 0.100848 0.346243 0 0
v -0.541715 0.0956712 0.348024 0 0
v -0.54134 0.0905398 0.349167 0 0
v -0.540945 0.0854123 0.350371 0 0
v -0.540991 0.0803577 0.350231 0 0
v -0.541081 0.0753084 0.349955 0 0
v -0.541525 0.0703032 0.348602 0 0
v -0.54205 0.0652995 0.347001 0 0
v -0.5431 0.0603445 0.343798 0 0
v -0.544536 0.0554089 0.339418 0 0
v -0.546726 0.0505162 0.332741 0 0
v -0.549781 0.0456544 0.323424 0 0
v -0.543643 0.132862 0.326485 0 0
v -0.540656 0.127025 0.33568 0 0
v -0.538603 0.121456 0.341999 0 0
v -0.536919 0.116005 0.347181 0 0
v -0.536175 0.11078 0.349472 0 0
v -0.535439 0.105571 0.351737 0 0
v -0.534888 0.10041 0.353435 0 0
v -0.534377 0.0952667 0.355009 0 0
v -0.534085 0.0901701 0.355908 0 0
v -0.533807 0.0850814 0.356761 0 0
v -0.533783 0.080036 0.356835 0 0
v -0.533788 0.074995 0.356822 0 0
v -0.534125 0.0699975 0.355783 0 0
v -0.53451 0.0649994 0.354599 0 0
v -0.535415 0.0600524 0.351813 0 0
v -0.53632 0.0550883 0.349028 0 0
v -0.537841 0.0501647 0.344343 0 0
v -0.539272 0.0452046 0.33994 0 0
v -0.542196 0.0403286 0.330937 0 0
v -0.548881 0.0356416 0.310359 0 0
v -0.53987 0.148641 0.322253 0 0
v -0.536607 0.142626 0.332392 0 0
v -0.534821 0.137052 0.337942 0 0
v -0.532736 0.131438 0.344421 0 0
v -0.531297 0.126017 0.348893 0 0
v -0.530365 0.120739 0.351791 0 0
v -0.529571 0.115508 0.354257 0 0
v -0.528998 0.110339 0.35604 0 0
v -0.528449 0.105186 0.357745 0 0
v -0.52795 0.100053 0.359295 0 0
v -0.527465 0.0949311 0.360804 0 0
v -0.527252 0.0898653 0.361466 0 0
v -0.527021 0.0848008 0.362181 0 0
v -0.52705 0.0797799 0.362094 0 0
v -0.527046 0.0747538 0.362107 0 0
v -0.527348 0.0697683 0.361166 0 0
v -0.527696 0.0647827 0.360085 0 0
v -0.528401 0.0598308 0.357895 0 0
v -0.52914 0.0548691 0.355598 0 0
v -0.530342 0.0499369 0.351861 0 0
v -0.531684 0.0449936 0.34769 0 0
v -0.533643 0.0400709 0.341604 0 0
v -0.53593 0.0351325 0.334495 0 0
v -0.54139 0.0303281 0.317527 0 0
v -0.534029 0.163872 0.324426 0 0
v -0.531039 0.157842 0.33381 0 0
v -0.529095 0.152171 0.339908 0 0
v -0.527415 0.14661 0.34518 0 0
v -0.525727 0.14108 0.350474 0 0
v -0.524854 0.135793 0.353214 0 0
v -0.523965 0.130518 0.356004 0 0
v -0.52357 0.125379 0.357245 0 0
v -0.52319 0.120252 0.358434 0 0
v -0.522615 0.115088 0.36024 0 0
v -0.522146 0.109958 0.361713 0 0
