v -0.675344 0.0353415 0.324588 0 0
v -0.676477 -0.0225278 0.321776 0 0
v -0.673222 0.036651 0.323472 0 0
v -0.674578 -0.0251276 0.320095 0 0
v -0.684468 -0.0947926 0.295465 0 0
v -0.669073 0.0327787 0.324201 0 0
v -0.679209 0.122244 0.295539 0 0
v -0.675515 0.0838705 0.304808 0 0
v -0.665115 0.0147234 0.330906 0 0
v -0.665985 0.0353905 0.322265 0 0
v -0.6637 0.0211614 0.328022 0 0
v -0.666371 -0.0186713 0.321291 0 0
v -0.671643 -0.059167 0.304735 0 0
v -0.675947 -0.0974987 0.293871 0 0
v -0.669518 -0.0526004 0.30682 0 0
v -0.674257 -0.0909037 0.294836 0 0
v -0.678314 -0.150663 0.284577 0 0
v -0.662886 0.0380081 0.320334 0 0
v -0.658938 0.0108862 0.330337 0 0
v -0.67468 -0.114742 0.290449 0 0
v -0.660817 0.0550141 0.312457 0 0
v -0.661545 -0.0395243 0.310598 0 0
v -0.661028 0.0734475 0.305279 0 0
v -0.651917 0.00705117 0.328637 0 0
v -0.668729 -0.16373 0.285535 0 0
v -0.665775 0.151521 0.289744 0 0
v -0.658226 0.0616073 0.309137 0 0
v -0.660386 -0.0645392 0.300239 0 0
v -0.698092 0.220268 0.199633 0 0
v -0.659841 0.159544 0.288122 0 0
v -0.657954 0.134477 0.289615 0 0
v -0.659719 -0.134838 0.285027 0 0
v -0.642805 0.0134854 0.325656 0 0
v -0.656381 0.184628 0.286871 0 0
v -0.653644 0.121288 0.290592 0 0
v -0.653563 0.119962 0.290803 0 0
v -0.728073 -0.235875 0.0959462 0 0
v -0.654615 -0.186562 0.281156 0 0
v -0.651031 -0.12968 0.283654 0 0
v -0.634879 0.016081 0.322846 0 0
v -0.640445 -0.0422629 0.304706 0 0
v -0.646789 -0.0965259 0.287913 0 0
v -0.648649 -0.131047 0.282988 0 0
v -0.646445 0.157172 0.285342 0 0
v -0.644424 0.12941 0.287218 0 0
v -0.650084 0.211825 0.268645 0 0
v -0.638622 0.113547 0.288682 0 0
v -0.639201 0.161281 0.283604 0 0
v -0.637955 0.122861 0.286948 0 0
v -0.625849 -0.00193365 0.319456 0 0
v -0.62645 -0.0135763 0.314372 0 0
v -0.665466 0.231017 0.201966 0 0
v -0.646065 0.216697 0.250759 0 0
v -0.622883 -0.0135831 0.313526 0 0
v -0.623486 -0.017481 0.311893 0 0
v -0.629794 0.0950261 0.291266 0 0
v -0.658615 0.228695 0.209343 0 0
v -0.623698 -0.0344693 0.304275 0 0
v -0.629942 -0.122031 0.280127 0 0
v -0.62383 -0.0621866 0.29324 0 0
v -0.62838 -0.152635 0.277175 0 0
v -0.625959 0.186666 0.280195 0 0
v -0.625541 0.14831 0.281345 0 0
v -0.680546 -0.227327 0.130219 0 0
v -0.615156 0.0435221 0.306306 0 0
v -0.620946 0.104477 0.286748 0 0
v -0.621535 -0.0861599 0.285121 0 0
v -0.614539 0.0566966 0.300827 0 0
v -0.623092 -0.135455 0.277179 0 0
v -0.619162 0.113831 0.284408 0 0
v -0.636086 -0.200763 0.237514 0 0
v -0.620011 0.202709 0.278397 0 0
v -0.619812 0.180201 0.278949 0 0
v -0.618311 0.120501 0.283117 0 0
v -0.614037 -0.0516602 0.294985 0 0
v -0.62091 -0.147458 0.275901 0 0
v -0.668714 -0.224329 0.143161 0 0
v -0.648465 0.231842 0.195544 0 0
v -0.618807 -0.171413 0.274389 0 0
v -0.615498 0.140516 0.279937 0 0
v -0.613174 -0.0755788 0.286433 0 0
v -0.644337 -0.210635 0.199344 0 0
v -0.613547 0.163128 0.278007 0 0
v -0.614363 -0.131602 0.275716 0 0
v -0.614968 -0.159534 0.274019 0 0
v -0.651716 -0.218645 0.166933 0 0
v -0.607778 -0.0703051 0.286822 0 0
v -0.597158 -0.000647017 0.313109 0 0
v -0.609188 -0.100981 0.279126 0 0
v -0.611047 -0.146307 0.273876 0 0
v -0.68159 -0.243478 0.0704188 0 0
v -0.595612 0.0318266 0.306468 0 0
